sentence_id	n	p	v	n_first_index	n_last_index	p_first_index	p_last_index	v_first_index	v_last_index	sentence_text
39825873	polygamy	up	give	5	5	4	4	3	3	Mexico rather than give up polygamy , etc .
39837098	violence	up	give	25	25	24	24	23	23	Metropolitan Philip , horrified by the senseless brutality of the Tsar , seeing the futility of their attempts to persuade the Tsar to give up violence , is the arena , and raises the icon goes away .
39838163	chair	up	gave	13	13	8	8	7	7	Metros fortunes have varied since Warwick Roger gave up the editor ' s chair .
39847735	life	up	gave	20	20	18	18	17	17	Merging with Fortress Maximus again , he defeated the maddened Galvatron , and some time thereafter , gave up his life to stop the plans of Megatron by sacrificing himself to destroy the Ark .
39863338	chest	up	gives	9	9	6	6	5	5	Meta Knight is defeated and gives up the treasure chest , which Kirby is about to open when the Squeaks fly in and grab it from him .
39879326	post	up	gave	4	4	2	2	1	1	Mercier gave up the post of Liberal leader -LRB- and leader of the Opposition -RRB- to F e lix-Gabriel Marchand , and was later acquitted of all charges .
39909149	mining	up	gave	11	11	10	10	9	9	Marshall Bond took a job as a stockbroker and gave up mining for awhile .
39910923	chair	up	give	10	10	7	7	6	6	Marshall , however , refused to give up his interim chair and `` panel members had to wrestle the gavel away from Marshall '' .
39911369	bed	up	giving	9	9	6	6	5	5	Marshall is not keen on giving up his own bed , but after having sex , Marshall ends up climbing into Lily ' s bed with her .
39911526	boxing	up	give	24	24	23	23	22	22	Marshall Kauffman had a short boxing career , consisting of 7 amateur fights and 1 pro fight , but was forced to give up boxing to focus on his business and take care of his two sons .
39937155	career	up	gave	7	7	12	12	11	11	Mary created hundreds of designs in her career , which she gave up to raise her family .
39939412	career	up	gives	4	4	2	2	1	1	Mary gives up her career to take care of her , and Sophie has led a normal life because of it , also taking dance classes in following in her parents footsteps .
39940588	business	up	give	27	27	25	25	24	24	Mary Howitt site accessed 3 October 2007 It was not until 1823 , when they were living in Nottingham , that William decided to give up his business with his brother Richard and concentrate with Mary on writing .
39946188	seat	up	gave	8	8	6	6	5	5	Martin of Alabama , also gave up his seat after a single term to run unsuccessfully for his state ' s governorship .
39952493	hope	up	give	16	16	15	15	14	14	Martin suggested that a mere opinion poll might be helpful , so not to give up hope .
39954471	lead	up	gave	10	10	8	8	7	7	Martin was a good climber and never gave up the lead after that into Paris .
39956204	seat	up	give	6	6	3	3	2	2	Martin would give up his congressional seat two years later in an unsuccessful run for Governor against Lurleen Wallace , but the GOP would hold three of the congressional seats for decades to come .
39962937	spectrum	up	gave	25	25	23	23	22	22	Mark Wigfield , broadband spokesman for the FCC , pointed out that even in the unlikely event all broadcasters in a market gave up their spectrum , the FCC would have to guarantee that some over-the-air service remained .
39963251	walk	up	gave	5	5	3	3	2	2	Mark Wohlers gave up a walk to Paul O'Neill and had intentionally walked Jim Leyritz to bring up the pitcher ' s spot with two out .
39966306	home	up	giving	6	6	3	3	2	2	Marlins , giving up only a home run by Hanley Ram i rez to lead off the seventh inning .
39967002	crown	up	give	9	9	7	7	6	6	Marlo , now prepared to `` give up the crown , '' meets with the remaining members of the New Day Co-Op to negotiate a price to sell his drug supply connection to The Greek after his release from prison .
39967471	power	up	give	8	8	6	6	5	5	Marlowe is later forced to give up his power , returning him to Spartan ' s robotic form , but Void assures him that he is perfect as he is .
39970939	search	up	give	7	7	5	5	4	4	Mark is ready to give up the search , but David suggests that perhaps thousands of years ago the part of the embankment containing the rest of the skeleton fell into the water and was washed downriver .
39970997	ring	up	giving	9	9	6	6	5	5	Mark is then black-mailed into giving up his Traveler ring to Nevva .
39986132	run	up	giving	10	10	8	8	7	7	Martinez pitched in 1 game there , giving up a run in 1 inning , before being optioned back to Reno when Patrick Corbin was called up to make a start .
39986702	belt	up	give	8	8	5	5	4	4	Martinez was forced to give up his WBC belt for fighting Sergei Dzinziruk in March on HBO , a bout Martinez won by an eighth-round KO .
39987718	boxing	up	gave	3	3	2	2	1	1	Martin gave up boxing to work as a roulette stickman and croupier in an illegal casino behind a tobacco shop , where he had started as a stock boy .
39995928	c	up	give	21	21	16	16	15	15	Martyrs of Rome , many martyrs who suffered in Rome under Diocletian for refusing to give up the Holy Scriptures -LRB- c .
39996623	life	up	give	20	20	17	17	16	16	Marudhu -LRB- Shaam -RRB- , an orphan and sailor , lands in Rameswaram and decides to give up his sailing life and settle down there .
40007145	virginity	up	give	33	33	31	31	30	30	Marta is not pleased that Antonio regards honor above all else but Tessa defends him and later that day when he is going off to fight Napoleon is ready to give up her virginity but he stops her as a matter of honor .
40007756	l	up	gave	26	26	19	19	18	18	Mart e got two quick outs and was relieved by David Robertson , who walked Jayson Werth and gave up a two-run single to Ra u l Ib a n ez .
40026373	job	up	gave	11	11	9	9	8	8	Married to the actress Clarisa Waldman , he gave up his job of weaving at the age of 35 , and began an acting career as well , as he saw that she enjoyed doing it .
40026920	commerce	up	gave	19	19	18	18	17	17	Married young , he engaged in the lumber business , but losing his modest fortune , he gave up commerce .
40027164	function	up	gave	4	4	2	2	1	1	Marriott gave up his function of Keeper to Goodwyn in September 1995 .
40036175	life	up	gave	9	9	6	6	5	5	Many leading yati and monks gave up their luxurious life and started following Jain principles .
40047099	work	up	give	7	7	4	4	3	3	Many decided to give up their onerous work and moved to jobs in nearby towns and cities or else retired , in some cases selling up to commuters looking for an attractive country retreat .
40051142	fight	up	give	14	14	12	12	11	11	Many activists complained that she was being persecuted for refusing to give up her fight against well-connected men .
40051698	headache	up	give	14	14	5	5	4	4	Many admins simply just give up and determine it ' s not worth the headache and quit participating here -LRB- do not ' think i need to name names -RRB- .
40059857	fight	up	gave	7	7	5	5	4	4	Many a stout warrior gave up the fight to join his family again .
40063504	editing	up	gave	5	5	4	4	3	3	Many editors even gave up editing these articles because of the lack of admin action against such behaviour .
40066314	system	up	give	34	34	32	32	31	31	Many European powers were granting independence to their colonies , and Belgium moved to phase out the ubuhake and uburetwa systems in Rwanda by 1958 , having convinced the Mwami to give up the system in 1954 .
40071648	struggle	up	given	18	18	15	15	14	14	Many fine buildings in Liverpool have sunk into decay , yet have not quite given up the unequal struggle against Nature , or are even being restored .
40077960	literature	up	gave	15	15	14	14	13	13	Many of his friends have said publicly that they regret that he ever gave up literature for politics .
40078881	hope	up	given	8	8	7	7	6	6	Many of his people had never given up hope that one day their much loved and powerful king -LRB- Amayanabo -RRB- would return , and after his body was returned he was honoured with two years of mourning and with a ceremony immortalising Jaja as a deity .
40088317	fishing	up	given	5	5	4	4	3	3	Many had never given up fishing and therefore still held the same berths .
40089376	occupation	up	given	6	6	3	3	2	2	Many have given up their traditional occupation , and begun to settle down in towns and cities .
40089377	occupation	up	given	6	6	3	3	2	2	Many have given up their traditional occupation , and recent surveys show only ten percent are still involved in their traditional occupation .
40094471	faith	up	give	33	33	30	30	29	29	Many Bastakis emigrated to Dubai , Bahrain , and Kuwait after refusing to pay taxes to Nasir al-Din , the last member of the Qajar dynasty and refusing to give up their Sunni faith .
